source,target,weight
59,2480,0.2416674941778183
59,1563,0.22924920916557312
59,78,0.22454415261745453
9,1552,0.22966697812080383
9,255,0.22910946607589722
9,1071,0.2280336171388626
29,428,0.25829342007637024
29,2433,0.23376943171024323
29,2016,0.2262357622385025
133,3339,0.262448251247406
133,1603,0.25414958596229553
133,727,0.23897376656532288
3,467,0.2367357462644577
3,3263,0.2357168346643448
3,2018,0.22946421802043915
259,2797,0.28512436151504517
259,2258,0.23865972459316254
259,188,0.23100794851779938
111,3070,0.2425146847963333
111,1444,0.21733346581459045
111,55,0.21200576424598694
12,16,0.25534728169441223
12,1873,0.24146011471748352
12,3052,0.240804523229599
218,1694,0.2824830114841461
218,2261,0.21894218027591705
218,2501,0.203713059425354
546,1005,0.2247503250837326
546,1500,0.21985964477062225
546,3246,0.21383576095104218
208,236,0.289316326379776
208,870,0.243736132979393
208,262,0.23450535535812378
305,63,0.22635722160339355
305,658,0.21804089844226837
305,107,0.2173507809638977
293,3252,0.2677552103996277
293,185,0.2517043352127075
293,2700,0.24651579558849335
89,1189,0.2910425364971161
89,2143,0.24245204031467438
89,769,0.23364558815956116
188,259,0.2310079038143158
188,1920,0.22834338247776031
188,2590,0.21750928461551666
93,1239,0.25401121377944946
93,2320,0.20956206321716309
93,1935,0.2084636390209198
74,1993,0.2352912724018097
74,913,0.23371446132659912
74,3292,0.23346008360385895
27,2522,0.24232278764247894
27,945,0.24157385528087616
27,2111,0.2308458685874939
469,1443,0.232805535197258
469,2526,0.21032288670539856
469,234,0.2085409313440323
161,3244,0.24435953795909882
161,3022,0.23670139908790588
161,127,0.23259131610393524
4,492,0.24956361949443817
4,1310,0.23535582423210144
4,2088,0.20516788959503174
1,2888,0.26232367753982544
1,3107,0.2569790482521057
1,705,0.22485840320587158
154,172,0.2470976561307907
154,3086,0.23374079167842865
154,1931,0.2176646739244461
76,846,0.22016541659832
76,2359,0.21524296700954437
76,45,0.19827494025230408
2,1028,0.22775046527385712
2,768,0.2163715809583664
2,1434,0.2034924030303955
490,802,0.25595173239707947
490,2558,0.232389435172081
490,3299,0.21268002688884735
318,2696,0.27151602506637573
318,691,0.2154795229434967
318,206,0.20938825607299805
411,2535,0.2565070688724518
411,2472,0.2323036640882492
411,1549,0.2206801474094391
1055,2101,0.24805381894111633
1055,1461,0.234618678689003
1055,217,0.22115249931812286
61,3135,0.2286021113395691
61,770,0.22230878472328186
61,3290,0.21785473823547363
753,1702,0.22446629405021667
753,565,0.21866483986377716
753,2774,0.21316684782505035
11,481,0.23845066130161285
11,2080,0.22771666944026947
11,199,0.2218887358903885
547,2177,0.2725377678871155
547,774,0.256015807390213
547,2553,0.2075279802083969
228,2936,0.22771629691123962
228,943,0.21093624830245972
228,2703,0.20308896899223328
